id,language,resource_level,proverb_native,proverb_en,fig_or_literal,mk_theme,proverb_type,prescriptive_or_descriptive,structural_pattern,crosslingual_type_id,source_dataset,source_url,license,human_machine_labelled
gutenberg_03201,es,high,Encomendar las ovejas al lobo,To commit the sheep to the care of the wolf.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03202,es,high,En el almoneda tien la boca queda,At an auction keep your mouth shut.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03203,es,high,En el mejor paño cae la raza,The best cloth has uneven threads.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03204,es,high,En el paño mas fino se ve mas la mancha,A spot shows most on the finest cloth.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03205,es,high,En el rio do no hay pezes por demas es echar redes,It is in vain to cast nets in a river where there are no fish.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03206,es,high,"Engáñame en el precio, y no en lo que merco",Cheat me in the price and not in the goods.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03207,es,high,"En hora buena vengais, mal, si viens solo","Welcome, misfortune, if thou comest alone.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03208,es,high,En la boda quien menos come es la novia,At the wedding-feast the least eater is the bride.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03209,es,high,"En quanto fué nuera, nunca tuve buena suegra, y en quanto fuí suegra, nunca tuve buena nuera","As long as I was a daughter-in-law I never had a good mother-in-law, and as long as I was a mother-in-law I never had a good daughter-in-law.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03210,es,high,En salvo está el que repica,He is out of danger who rings the alarm-bell.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03211,es,high,En tiempo helado el clavo vale un caballo,In frosty weather a nail is worth a horse.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03212,es,high,"Entienda primero, y habla postrero","Hear first, and speak afterwards.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03213,es,high,En tierra de ciegos el tuerto es rey,The one-eyed man is a king in the country of the blind.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03214,es,high,En tierra seca el agua salobre es buena,On dry land even brackish water is good.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03215,es,high,Entre dos amigos un notario y dos testigos,Between two friends a notary and two witnesses.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03216,es,high,Entre dos muelas molares nunca metas tus pulgares,Never put your thumbs between two grinders.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03217,es,high,"Entre tanto que cria, amamos el ama; pasado el provecho, luego olvidada","Whilst the nurse suckles, we love her; when she is of no further use, she is forgotten.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03218,es,high,En voto del conde no mates al hombre,Don’t kill the man at the count’s desire.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03219,es,high,Esa es buena que está al fuego y no se quema,She is good who is close to the fire and does not burn.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03220,es,high,Esa es buena y honrada que es muerta y sepultada,She is good and honoured who is dead and buried.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03221,es,high,"Escrive antes que des, y recibe antes que escrivas","Let there be writing before you pay, and receipt before you write.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03222,es,high,"Escuchas al agujero, oirás de tú mal y del ageno","If you listen at a hole, you will hear ill of yourself as well as others.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03223,es,high,Ese es mi amigo el que muele en mi molinillo,He is my friend who grinds at my mill.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03224,es,high,Fiar de Dios sobre buena prenda,Trust in God upon good security.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03225,es,high,"For secreto, lo fumo lo descovre",Secret fire is discovered by its smoke.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03226,es,high,"Fraile que pide por Dios, pide por dos",The friar who begs for God begs for two.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03227,es,high,Frailes sobrand’ojo alerte,Where friars abound keep your eyes open.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03228,es,high,"Frailes, viver con ellos, y comer con ellos, y andar con ellos, y luego vendellos, que así hacen ellos","As for friars, live with them, eat with them, and walk with them; then sell them as they do themselves.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03229,es,high,"Fuego, fuego, muchas ollas y un garbanzo en todas","Fire, fire, many pots on, and one pea in them all.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03230,es,high,"Galgo que muchas liebras levanta, ninguna mata",The greyhound that starts many hares kills none.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03231,es,high,Gana tiene de coles quien besa al hortelano,She is fond of greens who kisses the gardener.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03232,es,high,Gato escaldado del agua fria ha miedo,The scalded cat dreads cold water.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03233,es,high,Gato maullador nunca buen cazador,A mewing cat is never a good mouser.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03234,es,high,"Gloria vana florece, y no grana","Vainglory blossoms, and bears no fruit.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03235,es,high,"Goza tú de tu poco, mientras busca mas el loco",Enjoy your little whilst the fool is seeking for more.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03236,es,high,"Grano no henche harnero, mas ayuda á su compañero","A grain does not fill a sieve, but it helps its fellow.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03237,es,high,Gran sabor es comer y no escotar,It is very savoury to eat scot free.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03238,es,high,Grano á grano hinche la gallina el papo,Grain by grain the hen fills her crop.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03239,es,high,Guárdete Dios de hecho es,God keep you from “It is too late.”,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03240,es,high,"Guayas! padre, que otra hija os nasce","Alas! father, another daughter is born to you.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03241,es,high,"Habla poco y bien, tenerte han por alquien","Talk little and well, and you will be looked upon as somebody.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03242,es,high,"Habla de la caza, y cómprala en la plaza","Talk of sporting, and buy game in the market.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03243,es,high,Habló el buey y dijó Mu,The ox spoke and said “Moo.”,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03244,es,high,Hacer la cuenta sin la huéspeda,To reckon without the hostess.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03245,es,high,"Hágase el milagro, y hágalo el diablo","Let the miracle be wrought, though it be by the devil.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03246,es,high,"Halagar con la cola, y morder con la boca","To fawn with the tail, and bite with the mouth.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03247,es,high,Hambre y frio entregan al hombre á su enemigo,Hunger and cold give a man up to his enemy,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03248,es,high,Harto es ciego quien no vee por tela de cedazo,He is blind enough who cannot see through a sieve,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03249,es,high,"Harto es necio y loco, quien vacue su cuero por henchir el de otro",He is a great simpleton who starves himself to feed another,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03250,es,high,"Hay buena cuenta, y no paresca blanca","The account is correct, but not a sixpence appears",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03251,es,high,"Haz buena harina, y no toques bocina","Make good flour, and do not blow the trumpet",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03252,es,high,"Haz lo que bien digo, y no lo que mal hago","Do what I say well, and not what I do ill",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03253,es,high,"Haz lo que dice el fraile, y no lo que hace","Do what the friar says, and not what he does",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03254,es,high,"Herradura que chacotea, clavo le falta",The horseshoe that clatters wants a nail,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03255,es,high,Hidalgo honrado antes roto que remendado,A true gentleman would rather have his clothes torn than mended,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03256,es,high,Hijo del alcalde con todo sale,The magistrate’s son gets out of every scrape,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03257,es,high,"Hijo no tenemos, y nombre le ponemos","We have no son, and yet are giving him a name",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03258,es,high,"Hilo y aguja, media vestidura",Needle and thread are half clothing,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03259,es,high,"Hizonos Dios, y maravillámonos nos","God made us, and we admire ourselves",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03260,es,high,Hombre apercebido vale por dos,A man forewarned is as good as two.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03261,es,high,Hombre harto no es comedor,A man that has had his fill is no eater,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03262,es,high,Hombre pobre todo es trazas,A poor man is all schemes,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03263,es,high,Hombre que no tiene cabeza no ha menester bonete,He who has no head wants no hat,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03264,es,high,Huéspeda hermosa mal para la bolsa,A handsome hostess is bad for the purse,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03265,es,high,Huir y correr no es todo uno,To flee and to run are not all one,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03266,es,high,"Humo y gotera, y la muger parlera, echan al hombre de su casa fuera","Smoke, a dripping roof, and a scolding wife, are enough to drive a man out of his life",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03267,es,high,"Hurtar el puerco, y dar los pies por Dios","To steal the pig, and give away the pettitoes for God’s sake.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03268,es,high,"Huyendo del toro, cayó en el arroyo",Flying from the bull he fell into the river.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03269,es,high,"Id por medio, y no careis",Take the middle of the way and thou wilt not fall.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03270,es,high,"Iglesia, ó mar, ó casa real, quien quiere medrar","The church, the sea, or the royal household, for whoever would thrive.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03271,es,high,"Ira de hermanos, ira de diablos",The wrath of brothers is the wrath of devils.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03272,es,high,"Ir á la guerra ni casar, no se ha de aconsejar","Never advise a man to go to the wars, or to marry.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03273,es,high,"Ir por lana, y volver trasquilado",To go for wool and come back shorn.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03274,es,high,"Juego de manos, juego de villanos","Manual play, clowns’ play.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03275,es,high,Jurado ha el vano de negro no hacer blanco,The bath has sworn not to whiten the blackamoor.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03276,es,high,"Juras del que ama muger, no se han de creer",The oaths of one who loves a woman are not to be believed.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03277,es,high,Justa razon engañar el engañador,It is fair and just to cheat the cheater.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03278,es,high,"Justicia, mas no por mi casa","Justice, but not in my own house.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03279,es,high,"La bestia que mucho anda, nunca falta quien la taña",The beast that goes well is never without some one to try his paces.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03280,es,high,"La boca y la bolsa, cerrada","The mouth and the purse, shut.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03281,es,high,La buena vida padre y madre olvida,Prosperity forgets father and mother.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03282,es,high,La burla dineros cuesta,Jesting costs money.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03283,es,high,La cabra de mi vecina mas leche da que no la mia,My neighbour’s goat gives more milk than mine.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03284,es,high,La carcel y la quaresma para los pobres es hecha,Prison and Lent were made for the poor.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03285,es,high,La caridad bien ordenada comenza de sí propia,Charity well regulated begins at home.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03286,es,high,"La casa quemada, acudir con el agua",To fetch water after the house is burned.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03287,es,high,La codicia rompe el saco,Covetousness bursts the bag.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03288,es,high,La costumbre es otra naturaleza,Custom is second nature.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03289,es,high,La coz de la yegua no hace mal al potro,The mare’s kick does not harm the colt.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03290,es,high,"La cruz en los pechos, y el diablo en los hechos","The cross on his breast, and the devil in his acts.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03291,es,high,La cuba huele al vino que tiene,The cask smells of the wine it contains.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03292,es,high,"La cuba llena, la suegra bevida","The cask full, the mother-in-law drunk.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03293,es,high,"Ládreme el perro, y no me muerda",Let the dog bark so he don’t bite me.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03294,es,high,"La espada y la sortija, en cuya mano estan",The sword and the ring according to the hand that bears them.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03295,es,high,"La espina quando nace, la punta lleva delante",The thorn comes into the world point foremost.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03296,es,high,La gala del nadar es saber guardar la ropa,The secret in swimming is to know how to take care of your clothes.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03297,es,high,La gallina de mi vecina mas huevos pone que la mia,My neighbour’s hen lays more eggs than mine.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03298,es,high,"La gente pone, y Dios dispone","Man proposes, and God disposes.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03299,es,high,La gotera dando hace señal en la piedra,The gutter by dropping wears the stone.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03300,es,high,La hogaça no embaraça,One’s prog does not clog.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03301,es,high,La horca lo suyo lleva,The gallows takes its own.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03302,es,high,La justicia de Peralvillo que ahorcado el hombre le hace la pes quisa,Peralvillo justice: hang a man first and try him afterwards.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03303,es,high,La lengua del mal amigo mas corta que cuchillo,The tongue of a bad friend cuts more than a knife.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03304,es,high,La lengua luenga es señal de mano corta,A long tongue betokens a short hand.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03305,es,high,La letra con sangre entra,The letter enters with blood.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03306,es,high,"La mala llaga sana, la mala fama mata","A bad wound may be cured, bad repute kills.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03307,es,high,La mano cuerda no hace todo lo que due la lengua,The wise hand does not all that the tongue says.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03308,es,high,La manzana podrida perde a su compaña,The rotten apple spoils its companion.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03309,es,high,La mas cauta es tenida por mas casta,The most cautious passes for the most chaste.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03310,es,high,La mas ruin oveja se ensucia en la colodra,The worst ewe dungs in the milking-pail.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03311,es,high,"La moça como es criada, la estopa como es hilada","The girl as she is taught, the flax as it is wrought.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03312,es,high,La muger compuesta á su marido quita de puerta agena,The well-dressed woman draws her husband away from another woman’s door.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03313,es,high,La muger del ciego para quien se affeyta?,For whom does the blind man’s wife adorn herself?,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03314,es,high,La muger hermosa ó loca ó presuntuosa,A handsome woman is either silly or vain.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03315,es,high,"La muger polida, la casa sucia, la puerta barrida","The woman in finery, the house in filth, but the doorway swept.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03316,es,high,"La muger quanto mas mira la cara, tanto mas destruye la casa","The more a woman admires her face, the more she ruins her house.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03317,es,high,"La muger vieja, si no serve de olla, serve de cobertera","The old wife, if she does not serve for a pot, serves for a cover.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03318,es,high,La muger y el vidrio siempre estan en peligro,A woman and a glass are always in danger.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03319,es,high,La muger y la salsa á la man de la lança,Your wife and the sauce at the lance hand (the right hand).,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03320,es,high,"La muger y la tela, no las cates á la candela",Choose neither a woman nor linen by candlelight.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03321,es,high,La mula y la muger por balagos hacen el mandado,A mule and a woman do what is expected of them.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03322,es,high,La necesidad hace á la viega trotar,Need makes the old woman trot.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03323,es,high,La occasion hace el ladron,Opportunity makes the thief.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03324,es,high,"La oveja harta, del rabo hace manta",The well-fed sheep makes a cloak of its tail.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_03325,es,high,"La piedra es dura, y la gota menuda, mas cayendo de continuo, hace cavadura","The stone is hard and the drop is small, but a hole is made by the constant fall.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
